id,release_id,reviewed_at,decision,model_alt_text,model_confidence,model_confidence_explanation,model_review_triggers,final_alt_text,final_confidence,final_confidence_explanation,final_review_triggers
726,e90cd860-1f9d-4aa0-8329-ab35c79bb40e,2026-07-12 14:49:32.452,deny,Dark vehicle with open trunk centered amidst dense green foliage; small orange taillights visible. Partially illegible yellow vertical text on right edge.,0,"The image resolution is low, causing blurriness in details like the vehicle's texture and the specific content of the vertical yellow text. This reduces confidence in accurately describing visual elements beyond broad compositional features (e.g., color, placement) without guessing at unclear details.","[""bad image quality"", ""cannot read text confidently""]",Dark vehicle with open trunk centered amidst dense green foliage; small orange taillights visible; partially illegible yellow text,0,Image text is unclear due to blurred grainy quality of image.,"[""bad image quality"", ""cannot read text confidently""]"
566,8f65e1f8-9234-442c-b9ca-547b49402b8c,2026-07-07 18:16:37.305,deny,"A monochrome square album cover features a profile shot of a person with clouds/smoke surrounding them against a dark background; the artwork has soft textures and subtle graininess. A black vinyl record is partially pulled out, revealing text including ""Romantic Piano"" on its center label.",1,,,Photograph of a vinyl sleeve of a person with clouds surrounding them. Black vinyl record is partially pulled out.,1,,
571,315e4ff7-d3ae-4179-807b-fe5b8b6f3fe5,2026-07-08 09:27:38.706,deny,"A person with braided hair adorned with beads leans forward in the foreground of a nighttime scene at a brightly lit gas station, featuring illuminated pumps and canopy against dark surroundings.",1,,,Person with braided hair adorned with beads leans forward in front of a brightly lit gas station.,1,,
572,861fae0f-caf5-4fb3-ae44-0b2eb9b7d878,2026-07-08 09:36:55.477,deny,"A hand rises from dark ground toward a glowing red/orange mountain peak. Top features ""TOPS"" in stylized white script; bottom shows bold white ""BURY THE KEY"". Psychedelic color scheme on black background.",1,,,A hand rises from dark ground toward a glowing red/orange mountain peak.,1,,
573,4ca04a8d-5282-41ec-8f9b-35a00efe3cd5,2026-07-08 09:53:53.711,deny,A close-up photo of a person with long dark hair against an orange-yellow to blue gradient background; small 'N 085' text and circular icon visible on the lower-left side.,1,,,"A close-up photo of a woman with long dark hair against an orange-yellow to blue gradient background. Text ""N 085"" on the left.",1,,
604,8b5aca95-df18-47e8-859e-9a7eec3ac30c,2026-07-08 10:34:47.243,deny,"Blurred figure in light shirt reaching upward toward a soccer ball against blue sky with clouds; top corners display ""ROGÊ"" left and ""CURYMAN II"" right in white sans-serif typography.",1,,,Blurred figure in light shirt reaching upward toward a soccer ball against blue sky with clouds.,1,,
576,cbf3bc23-4242-4103-9302-0be9bf5f6a43,2026-07-08 10:02:36.684,deny,"Album cover with light yellow background features vertical black text ""Magic Tuber Stringband - Wind Machines"" and ""GFT016"" on left, alongside a hand-drawn music-themed illustration. Central black-and-white photograph shows industrial wind machines against sky, with repeating artist/album title at bottom.",1,,,A photograph shows industrial wind machines against sky. Light yellow background with vertical black text around the photograph.,1,,
577,a3d0716e-ab93-4cc5-9190-4a40b844eca5,2026-07-08 10:02:40.461,deny,"A person in profile points rightward with their arm extended; visible text reads ""KASAI ALLSTARS"" in bold brown uppercase letters above smaller green text stating the album title ""black ants always fly together, one bangle makes no sound."" The background shows a cloudy sky and blurred buildings.",1,,,Person pointing upward with blurred sky and buildings in back; big golden text of artist name and small green text of album title.,1,,
579,caf25344-dc5c-4aee-a463-fefaf50c1ebc,2026-07-08 10:06:59.74,deny,"A black album cover with bold white typography: ""Death Jokes"" centered at the top, separated by a thin horizontal line from ""Amen Dunes"" positioned below. The design is minimalist with high-contrast monochrome colors.",1,,,"Bold white left aligned texts ""Death Jokes"" top separated by a thin horizontal line from ""Amen Dunes"" bottom on black background.",1,,
580,31ddcc7a-15d4-4f16-b2c8-90bd372457d8,2026-07-08 10:07:49.811,deny,"Dark horizontal bands at top and bottom contain white text boxes; ""SHELLAC THE END OF RADIO"" appears in sans-serif type on the top band, while ""14 JULY 1994 PEEL SESSION"" is centered below. The central area features a large textured grey field with subtle dot pattern, creating a minimalist monochrome aesthetic.",1,,,Central area features a large grey field with subtle dot pattern. Dark horizontal bands at top and bottom contain white text boxes,1,,
582,41c57cc0-4cbc-4c09-9f6f-8d7e5d628613,2026-07-08 10:10:01.492,deny,"A dark photograph of an automobile interior showing dashboard controls and seats, with a vibrant bouquet of orange, yellow, and white flowers resting on the center console.",1,,,"Dark automobile interior showing dashboard controls and seats, with a vibrant bouquet of orange, yellow, and white flowers.",1,,
584,e0c6e49c-e5d2-4b56-bd2b-3ca6bad5f2d8,2026-07-08 10:12:20.579,deny,"The album cover displays bold blue text ""IN ELECTRIC TIME"" at the top, framed by overlapping geometric circles. Below, a monochrome blue photograph shows a person from behind operating audio mixing equipment in a studio.",1,,,Monochrome blue photo of a person from behind using mixing equipment in a studio; light cyan background frame.,1,,
586,64bcf3d4-7b32-4529-b79f-a17cf285c61d,2026-07-08 10:19:14.986,deny,"A person plays a blue drum kit with cymbals under dim lighting, wearing an orange-and-white long-sleeve top and dark pants. A shield-shaped emblem appears in the top-left corner.",1,,,"A girl plays a blue drum with cymbals, wear an orange white long-sleeve top and dark pants. A shield shape emblem on the top left.",1,,
727,0204a518-a45f-4958-b57f-93deef1a87cb,2026-07-12 14:51:21.254,deny,"Abstract smoky artwork with dark, indistinct textures and scattered pink/red accents. Text at bottom center reads ""Endless Pursuit"" in white script above ""TEMPLE OF ANGELS"" in sans-serif font.",0,"Low resolution prevents confident identification of specific elements (e.g., whether red shapes are flowers or abstract marks), requiring use of generalized terms like ""accents."" Composition is visually ambiguous beyond text and color palette description.","[""bad image quality"", ""ambiguous main visual element""]","Dark, indistinct textures and scattered pink/red/white accents. Text at bottom center reads ""ENDLESS PURSUIT"" and artist name.",0,"Low resolution prevents confident identification of specific elements (e.g., whether red shapes are flowers or abstract marks), requiring use of generalized terms like ""accents."" Composition is visually ambiguous beyond text and color palette description.","[""ambiguous main visual element"", ""bad image quality""]"
587,dddd4534-403a-472c-bf2b-67783cfa0617,2026-07-08 10:19:16.302,deny,"A minimalist white vinyl sleeve features a central circular record hole. Handwritten text reads ""SP 1442"", ""Shannon Lay"", and ""'Geist'"" above the circle, with the ""OPTIMAL MEDIA"" logo in the top-left corner. The bottom contains faint German text. The design uses black typography on plain white background.",1,,,White vinyl sleeve features a central circular record hole. Handwritten text above the circle.,1,,
595,b89ce643-e547-49f3-b422-2e4763bc183f,2026-07-08 10:28:59.297,deny,"A sunlit park scene with a single dark bench on green grass, surrounded by dense palm and oak trees with hanging moss; top corners display ""50 Foot Wave"" (left) and ""Black Pearl"" (right).",1,,,"A sunlit park scene with a single dark bench on green grass, surrounded by dense palm and oak trees with hanging moss.",1,,
596,0d6895e3-7b65-4a57-a5c8-cd6cf0dc5c44,2026-07-08 10:29:46.078,deny,"Two metallic plaques mounted on textured white background: upper plaque displays ""512"" in bold black numerals; lower plaque reads ""WILLIAM EGGLESTON"" in uppercase letters with a small Rosa Parks postage stamp below it.",1,,,Two metallic gold plaques with black text mounted on white background and a small Rosa Parks postage stamp below it.,1,,
597,cfcccdd7-fa45-41c6-81e0-133c1891c0d5,2026-07-08 10:29:49.958,deny,"Colorful abstract shape with concentric green, orange, and yellow rings surrounding a central blue circle, topped by white cloud-like forms; vertical text ""THOLLEM"" and ""OBSTACLE ILLUSION"" on the left with red ""ASTRAL SPIRITS"" label.",1,,,"Abstract shape with concentric green, orange, and yellow rings surrounding a central blue circle, topped by white cloud-like forms",1,,
614,e124ad49-1152-4964-bfde-f3eed920b56c,2026-07-08 10:41:15.807,deny,"Album cover for ""INNER WORLD PEACE"" text; hand-drawn illustration features glass with Earth model inside water, melting yellow wax over cup, plus scissors, pencil, paintbrush, and eye-flower on green surface.",1,,,"Illustration of glass with Earth model inside water, melting yellow wax over a cup, and stationary inside a jar.",1,,
601,aeb62ea4-807b-430f-b159-8dd996cedee9,2026-07-08 10:31:57.857,deny,"Hand-drawn album cover illustration featuring two daisy-like flowers (muted gray-and-white behind vibrant red with yellow center), bold black text reading ""COME AND GET ME,"" and dark brushstroke text ""Ryli.""",1,,,"Hand-drawn illustration featuring two daisy-like flowers. Bold brushstroke text of ""Ryli"" and ""COME AND GET ME"" overlapping.",1,,
602,1f222a93-3c49-45d4-b077-b1e502a41db7,2026-07-08 10:32:48.762,deny,"Black-and-white album cover featuring Leo Nocentelli with an afro playing electric guitar on stage, facing a large crowd of people under a cloudy sky; ""LEO NOCENTELLI"" in gold lettering at top and ""ANOTHER SIDE"" below it.",1,,,Monochrome image of a man with an afro playing guitar to a large crowd on a green background and text above.,1,,
603,a574756c-4f0b-430d-ba57-408cc4405310,2026-07-08 10:33:48.969,deny,"A vibrant collage album cover featuring diverse figures in colorful masks and traditional clothing holding two banners: ""FRENTE CUMBIERO"" (red text on blue) at top and ""CERA PERDIDA"" below.",1,,,"Diverse figures, some in colorful masks, all in traditional clothing, holding two banners: ""FRENTE CUMBIERO"" and ""CERA PERDIDA"".",1,,
605,df74e80d-bfd2-4297-9911-7a3618816c70,2026-07-08 10:35:18.781,deny,"A monochrome album cover features a motorcycle lying on its side next to a slender humanoid figure with a smooth helmet-like head, set against a solid black background.",1,,,Monochrome album cover features a motorcycle next to a human with a helmet. Solid black background.,1,,
606,bf8304ac-75c5-43d5-a121-0b49852787cc,2026-07-08 10:36:04.561,deny,"The album cover features traditional Japanese calligraphy on textured reddish-brown paper. Black ink characters include large kanji on the right, smaller scattered hiragana/kanji elsewhere, with printed text at top reading ""THE CLIENTELE I AM NOT THERE ANYMORE"" and ""MERCY"".",1,,,Textured reddish-brown paper with traditional Japanese calligraphy of black ink large kanji and smaller scattered hiragana/kanji.,1,,
608,9bfa4b19-109e-4ceb-86c9-a4820dc2c87e,2026-07-08 10:36:49.035,deny,"A close-up photo shows a hand holding a red cherry above crumpled brown paper bags filled with cherries on a blue quilted background; top-right white text box displays ""NATION OF LANGUAGE"" and ""DANCE CALLED MEMORY"" in red lettering.",1,,,Close-up photo shows a hand holding a red cherry above crumpled brown paper bags filled with cherries on a blue quilted background,1,,
611,ff46f62c-9439-4207-8fb6-c4eedb559073,2026-07-08 10:38:54.799,deny,"A hand-painted album cover shows a yellow pickup truck carrying a large red spiky object in its bed, set against a desert landscape with Joshua trees and a blue-orange sky; text at the top reads 'SPEEDY ORTIZ RABBIT RABBIT'.",1,,,Yellow pickup truck carrying a large red spiky object in its bed; desert landscape background with Joshua trees; blue-orange sky,1,,
